row,col,burn_time_min
0,0,-1.0000
0,1,-1.0000
0,2,-1.0000
0,3,-1.0000
0,4,-1.0000
0,5,-1.0000
0,6,-1.0000
0,7,-1.0000
0,8,-1.0000
0,9,-1.0000
0,10,-1.0000
0,11,-1.0000
0,12,-1.0000
0,13,-1.0000
0,14,-1.0000
0,15,-1.0000
0,16,-1.0000
0,17,-1.0000
0,18,-1.0000
0,19,-1.0000
0,20,-1.0000
0,21,-1.0000
0,22,-1.0000
0,23,-1.0000
0,24,-1.0000
0,25,-1.0000
0,26,-1.0000
0,27,-1.0000
0,28,-1.0000
0,29,-1.0000
0,30,-1.0000
0,31,-1.0000
0,32,-1.0000
0,33,-1.0000
0,34,-1.0000
0,35,-1.0000
0,36,-1.0000
0,37,-1.0000
0,38,-1.0000
0,39,-1.0000
0,40,-1.0000
0,41,-1.0000
0,42,-1.0000
0,43,-1.0000
0,44,-1.0000
0,45,-1.0000
0,46,-1.0000
0,47,-1.0000
0,48,-1.0000
0,49,-1.0000
0,50,-1.0000
0,51,-1.0000
0,52,-1.0000
0,53,-1.0000
0,54,-1.0000
0,55,-1.0000
0,56,-1.0000
0,57,-1.0000
0,58,-1.0000
0,59,-1.0000
1,0,-1.0000
1,1,-1.0000
1,2,-1.0000
1,3,-1.0000
1,4,-1.0000
1,5,-1.0000
1,6,-1.0000
1,7,-1.0000
1,8,-1.0000
1,9,-1.0000
1,10,-1.0000
1,11,-1.0000
1,12,-1.0000
1,13,-1.0000
1,14,-1.0000
1,15,-1.0000
1,16,-1.0000
1,17,-1.0000
1,18,-1.0000
1,19,-1.0000
1,20,-1.0000
1,21,-1.0000
1,22,-1.0000
1,23,-1.0000
1,24,-1.0000
1,25,-1.0000
1,26,-1.0000
1,27,-1.0000
1,28,-1.0000
1,29,-1.0000
1,30,-1.0000
1,31,-1.0000
1,32,-1.0000
1,33,-1.0000
1,34,-1.0000
1,35,-1.0000
1,36,-1.0000
1,37,-1.0000
1,38,-1.0000
1,39,-1.0000
1,40,-1.0000
1,41,-1.0000
1,42,-1.0000
1,43,-1.0000
1,44,-1.0000
1,45,-1.0000
1,46,-1.0000
1,47,-1.0000
1,48,-1.0000
1,49,-1.0000
1,50,-1.0000
1,51,-1.0000
1,52,-1.0000
1,53,-1.0000
1,54,-1.0000
1,55,-1.0000
1,56,-1.0000
1,57,-1.0000
1,58,-1.0000
1,59,-1.0000
2,0,-1.0000
2,1,-1.0000
2,2,-1.0000
2,3,-1.0000
2,4,-1.0000
2,5,-1.0000
2,6,-1.0000
2,7,-1.0000
2,8,-1.0000
2,9,-1.0000
2,10,-1.0000
2,11,-1.0000
2,12,-1.0000
2,13,-1.0000
2,14,-1.0000
2,15,-1.0000
2,16,-1.0000
2,17,-1.0000
2,18,-1.0000
2,19,-1.0000
2,20,-1.0000
2,21,-1.0000
2,22,-1.0000
2,23,-1.0000
2,24,-1.0000
2,25,-1.0000
2,26,-1.0000
2,27,-1.0000
2,28,-1.0000
2,29,-1.0000
2,30,-1.0000
2,31,-1.0000
2,32,-1.0000
2,33,-1.0000
2,34,-1.0000
2,35,-1.0000
2,36,-1.0000
2,37,-1.0000
2,38,-1.0000
2,39,-1.0000
2,40,-1.0000
2,41,-1.0000
2,42,-1.0000
2,43,-1.0000
2,44,-1.0000
2,45,-1.0000
2,46,-1.0000
2,47,-1.0000
2,48,-1.0000
2,49,-1.0000
2,50,-1.0000
2,51,-1.0000
2,52,-1.0000
2,53,-1.0000
2,54,-1.0000
2,55,-1.0000
2,56,-1.0000
2,57,-1.0000
2,58,-1.0000
2,59,-1.0000
3,0,-1.0000
3,1,-1.0000
3,2,-1.0000
3,3,-1.0000
3,4,-1.0000
3,5,-1.0000
3,6,-1.0000
3,7,-1.0000
3,8,-1.0000
3,9,-1.0000
3,10,-1.0000
3,11,-1.0000
3,12,-1.0000
3,13,-1.0000
3,14,-1.0000
3,15,-1.0000
3,16,-1.0000
3,17,-1.0000
3,18,-1.0000
3,19,-1.0000
3,20,-1.0000
3,21,-1.0000
3,22,-1.0000
3,23,-1.0000
3,24,-1.0000
3,25,-1.0000
3,26,-1.0000
3,27,-1.0000
3,28,-1.0000
3,29,-1.0000
3,30,-1.0000
3,31,-1.0000
3,32,-1.0000
3,33,-1.0000
3,34,-1.0000
3,35,-1.0000
3,36,-1.0000
3,37,-1.0000
3,38,-1.0000
3,39,-1.0000
3,40,-1.0000
3,41,-1.0000
3,42,-1.0000
3,43,-1.0000
3,44,-1.0000
3,45,-1.0000
3,46,-1.0000
3,47,-1.0000
3,48,-1.0000
3,49,-1.0000
3,50,-1.0000
3,51,-1.0000
3,52,-1.0000
3,53,-1.0000
3,54,-1.0000
3,55,-1.0000
3,56,-1.0000
3,57,-1.0000
3,58,-1.0000
3,59,-1.0000
4,0,-1.0000
4,1,-1.0000
4,2,-1.0000
4,3,-1.0000
4,4,-1.0000
4,5,-1.0000
4,6,-1.0000
4,7,-1.0000
4,8,-1.0000
4,9,-1.0000
4,10,-1.0000
4,11,-1.0000
4,12,-1.0000
4,13,-1.0000
4,14,-1.0000
4,15,-1.0000
4,16,-1.0000
4,17,-1.0000
4,18,-1.0000
4,19,-1.0000
4,20,-1.0000
4,21,-1.0000
4,22,-1.0000
4,23,-1.0000
4,24,-1.0000
4,25,-1.0000
4,26,-1.0000
4,27,-1.0000
4,28,-1.0000
4,29,-1.0000
4,30,-1.0000
4,31,-1.0000
4,32,-1.0000
4,33,-1.0000
4,34,-1.0000
4,35,-1.0000
4,36,-1.0000
4,37,-1.0000
4,38,-1.0000
4,39,-1.0000
4,40,-1.0000
4,41,-1.0000
4,42,-1.0000
4,43,-1.0000
4,44,-1.0000
4,45,-1.0000
4,46,-1.0000
4,47,-1.0000
4,48,-1.0000
4,49,-1.0000
4,50,-1.0000
4,51,-1.0000
4,52,-1.0000
4,53,-1.0000
4,54,-1.0000
4,55,-1.0000
4,56,-1.0000
4,57,-1.0000
4,58,-1.0000
4,59,-1.0000
5,0,-1.0000
5,1,-1.0000
5,2,-1.0000
5,3,-1.0000
5,4,-1.0000
5,5,-1.0000
5,6,-1.0000
5,7,-1.0000
5,8,-1.0000
5,9,-1.0000
5,10,-1.0000
5,11,-1.0000
5,12,-1.0000
5,13,-1.0000
5,14,-1.0000
5,15,-1.0000
5,16,-1.0000
5,17,-1.0000
5,18,-1.0000
5,19,-1.0000
5,20,-1.0000
5,21,-1.0000
5,22,-1.0000
5,23,-1.0000
5,24,-1.0000
5,25,-1.0000
5,26,-1.0000
5,27,-1.0000
5,28,-1.0000
5,29,-1.0000
5,30,-1.0000
5,31,-1.0000
5,32,-1.0000
5,33,-1.0000
5,34,-1.0000
5,35,-1.0000
5,36,-1.0000
5,37,-1.0000
5,38,-1.0000
5,39,-1.0000
5,40,-1.0000
5,41,-1.0000
5,42,-1.0000
5,43,-1.0000
5,44,-1.0000
5,45,-1.0000
5,46,-1.0000
5,47,-1.0000
5,48,-1.0000
5,49,-1.0000
5,50,-1.0000
5,51,-1.0000
5,52,-1.0000
5,53,-1.0000
5,54,-1.0000
5,55,-1.0000
5,56,-1.0000
5,57,-1.0000
5,58,-1.0000
5,59,-1.0000
6,0,-1.0000
6,1,-1.0000
6,2,-1.0000
6,3,-1.0000
6,4,-1.0000
6,5,-1.0000
6,6,-1.0000
6,7,-1.0000
6,8,-1.0000
6,9,-1.0000
6,10,-1.0000
6,11,-1.0000
6,12,-1.0000
6,13,-1.0000
6,14,-1.0000
6,15,-1.0000
6,16,-1.0000
6,17,-1.0000
6,18,-1.0000
6,19,-1.0000
6,20,-1.0000
6,21,-1.0000
6,22,-1.0000
6,23,-1.0000
6,24,-1.0000
6,25,-1.0000
6,26,-1.0000
6,27,-1.0000
6,28,-1.0000
6,29,-1.0000
6,30,-1.0000
6,31,-1.0000
6,32,-1.0000
6,33,-1.0000
6,34,-1.0000
6,35,-1.0000
6,36,-1.0000
6,37,-1.0000
6,38,-1.0000
6,39,-1.0000
6,40,-1.0000
6,41,-1.0000
6,42,-1.0000
6,43,-1.0000
6,44,-1.0000
6,45,-1.0000
6,46,-1.0000
6,47,-1.0000
6,48,-1.0000
6,49,-1.0000
6,50,-1.0000
6,51,-1.0000
6,52,-1.0000
6,53,-1.0000
6,54,-1.0000
6,55,-1.0000
6,56,-1.0000
6,57,-1.0000
6,58,-1.0000
6,59,-1.0000
7,0,-1.0000
7,1,-1.0000
7,2,-1.0000
7,3,-1.0000
7,4,-1.0000
7,5,-1.0000
7,6,-1.0000
7,7,-1.0000
7,8,-1.0000
7,9,-1.0000
7,10,-1.0000
7,11,-1.0000
7,12,-1.0000
7,13,-1.0000
7,14,-1.0000
7,15,-1.0000
7,16,-1.0000
7,17,-1.0000
7,18,-1.0000
7,19,-1.0000
7,20,-1.0000
7,21,-1.0000
7,22,-1.0000
7,23,-1.0000
7,24,-1.0000
7,25,-1.0000
7,26,-1.0000
7,27,-1.0000
7,28,-1.0000
7,29,-1.0000
7,30,-1.0000
7,31,-1.0000
7,32,-1.0000
7,33,-1.0000
7,34,-1.0000
7,35,-1.0000
7,36,-1.0000
7,37,-1.0000
7,38,-1.0000
7,39,-1.0000
7,40,-1.0000
7,41,-1.0000
7,42,-1.0000
7,43,-1.0000
7,44,-1.0000
7,45,-1.0000
7,46,-1.0000
7,47,-1.0000
7,48,-1.0000
7,49,-1.0000
7,50,-1.0000
7,51,-1.0000
7,52,-1.0000
7,53,-1.0000
7,54,-1.0000
7,55,-1.0000
7,56,-1.0000
7,57,-1.0000
7,58,-1.0000
7,59,-1.0000
8,0,-1.0000
8,1,-1.0000
8,2,-1.0000
8,3,-1.0000
8,4,-1.0000
8,5,-1.0000
8,6,-1.0000
8,7,-1.0000
8,8,-1.0000
8,9,-1.0000
8,10,-1.0000
8,11,-1.0000
8,12,-1.0000
8,13,-1.0000
8,14,-1.0000
8,15,-1.0000
8,16,-1.0000
8,17,-1.0000
8,18,-1.0000
8,19,-1.0000
8,20,-1.0000
8,21,-1.0000
8,22,-1.0000
8,23,-1.0000
8,24,-1.0000
8,25,-1.0000
8,26,-1.0000
8,27,-1.0000
8,28,-1.0000
8,29,-1.0000
8,30,-1.0000
8,31,-1.0000
8,32,-1.0000
8,33,-1.0000
8,34,-1.0000
8,35,-1.0000
8,36,-1.0000
8,37,-1.0000
8,38,-1.0000
8,39,-1.0000
8,40,-1.0000
8,41,-1.0000
8,42,-1.0000
8,43,-1.0000
8,44,-1.0000
8,45,-1.0000
8,46,-1.0000
8,47,-1.0000
8,48,-1.0000
8,49,-1.0000
8,50,-1.0000
8,51,-1.0000
8,52,-1.0000
8,53,-1.0000
8,54,-1.0000
8,55,-1.0000
8,56,-1.0000
8,57,-1.0000
8,58,-1.0000
8,59,-1.0000
9,0,-1.0000
9,1,-1.0000
9,2,-1.0000
9,3,-1.0000
9,4,-1.0000
9,5,-1.0000
9,6,-1.0000
9,7,-1.0000
9,8,-1.0000
9,9,-1.0000
9,10,-1.0000
9,11,-1.0000
9,12,-1.0000
9,13,-1.0000
9,14,-1.0000
9,15,-1.0000
9,16,-1.0000
9,17,-1.0000
9,18,-1.0000
9,19,-1.0000
9,20,-1.0000
9,21,-1.0000
9,22,-1.0000
9,23,-1.0000
9,24,-1.0000
9,25,-1.0000
9,26,-1.0000
9,27,-1.0000
9,28,-1.0000
9,29,-1.0000
9,30,-1.0000
9,31,-1.0000
9,32,-1.0000
9,33,-1.0000
9,34,-1.0000
9,35,-1.0000
9,36,-1.0000
9,37,-1.0000
9,38,-1.0000
9,39,-1.0000
9,40,-1.0000
9,41,-1.0000
9,42,-1.0000
9,43,-1.0000
9,44,-1.0000
9,45,-1.0000
9,46,-1.0000
9,47,-1.0000
9,48,-1.0000
9,49,-1.0000
9,50,-1.0000
9,51,-1.0000
9,52,-1.0000
9,53,-1.0000
9,54,-1.0000
9,55,-1.0000
9,56,-1.0000
9,57,-1.0000
9,58,-1.0000
9,59,-1.0000
10,0,-1.0000
10,1,-1.0000
10,2,-1.0000
10,3,-1.0000
10,4,-1.0000
10,5,-1.0000
10,6,-1.0000
10,7,-1.0000
10,8,-1.0000
10,9,-1.0000
10,10,-1.0000
10,11,-1.0000
10,12,-1.0000
10,13,-1.0000
10,14,-1.0000
10,15,-1.0000
10,16,-1.0000
10,17,-1.0000
10,18,-1.0000
10,19,-1.0000
10,20,-1.0000
10,21,-1.0000
10,22,-1.0000
10,23,-1.0000
10,24,-1.0000
10,25,-1.0000
10,26,-1.0000
10,27,-1.0000
10,28,-1.0000
10,29,-1.0000
10,30,-1.0000
10,31,-1.0000
10,32,-1.0000
10,33,-1.0000
10,34,-1.0000
10,35,-1.0000
10,36,-1.0000
10,37,-1.0000
10,38,-1.0000
10,39,-1.0000
10,40,-1.0000
10,41,-1.0000
10,42,-1.0000
10,43,-1.0000
10,44,-1.0000
10,45,-1.0000
10,46,-1.0000
10,47,-1.0000
10,48,-1.0000
10,49,-1.0000
10,50,-1.0000
10,51,-1.0000
10,52,-1.0000
10,53,-1.0000
10,54,-1.0000
10,55,-1.0000
10,56,-1.0000
10,57,-1.0000
10,58,-1.0000
10,59,-1.0000
11,0,-1.0000
11,1,-1.0000
11,2,-1.0000
11,3,-1.0000
11,4,-1.0000
11,5,-1.0000
11,6,-1.0000
11,7,-1.0000
11,8,-1.0000
11,9,-1.0000
11,10,-1.0000
11,11,-1.0000
11,12,-1.0000
11,13,-1.0000
11,14,-1.0000
11,15,-1.0000
11,16,-1.0000
11,17,-1.0000
11,18,-1.0000
11,19,-1.0000
11,20,-1.0000
11,21,-1.0000
11,22,-1.0000
11,23,-1.0000
11,24,-1.0000
11,25,-1.0000
11,26,-1.0000
11,27,-1.0000
11,28,-1.0000
11,29,-1.0000
11,30,-1.0000
11,31,-1.0000
11,32,-1.0000
11,33,-1.0000
11,34,-1.0000
11,35,-1.0000
11,36,-1.0000
11,37,-1.0000
11,38,-1.0000
11,39,-1.0000
11,40,-1.0000
11,41,-1.0000
11,42,-1.0000
11,43,-1.0000
11,44,-1.0000
11,45,-1.0000
11,46,-1.0000
11,47,-1.0000
11,48,-1.0000
11,49,-1.0000
11,50,-1.0000
11,51,-1.0000
11,52,-1.0000
11,53,-1.0000
11,54,-1.0000
11,55,-1.0000
11,56,-1.0000
11,57,-1.0000
11,58,-1.0000
11,59,-1.0000
12,0,-1.0000
12,1,-1.0000
12,2,-1.0000
12,3,-1.0000
12,4,-1.0000
12,5,-1.0000
12,6,-1.0000
12,7,-1.0000
12,8,-1.0000
12,9,-1.0000
12,10,-1.0000
12,11,-1.0000
12,12,-1.0000
12,13,-1.0000
12,14,-1.0000
12,15,-1.0000
12,16,-1.0000
12,17,-1.0000
12,18,-1.0000
12,19,-1.0000
12,20,-1.0000
12,21,-1.0000
12,22,-1.0000
12,23,-1.0000
12,24,-1.0000
12,25,-1.0000
12,26,-1.0000
12,27,-1.0000
12,28,-1.0000
12,29,-1.0000
12,30,-1.0000
12,31,-1.0000
12,32,-1.0000
12,33,-1.0000
12,34,-1.0000
12,35,-1.0000
12,36,-1.0000
12,37,-1.0000
12,38,-1.0000
12,39,-1.0000
12,40,-1.0000
12,41,-1.0000
12,42,-1.0000
12,43,-1.0000
12,44,-1.0000
12,45,-1.0000
12,46,-1.0000
12,47,-1.0000
12,48,-1.0000
12,49,-1.0000
12,50,-1.0000
12,51,-1.0000
12,52,-1.0000
12,53,-1.0000
12,54,-1.0000
12,55,-1.0000
12,56,-1.0000
12,57,-1.0000
12,58,-1.0000
12,59,-1.0000
13,0,-1.0000
13,1,-1.0000
13,2,-1.0000
13,3,-1.0000
13,4,-1.0000
13,5,-1.0000
13,6,-1.0000
13,7,-1.0000
13,8,-1.0000
13,9,-1.0000
13,10,-1.0000
13,11,-1.0000
13,12,-1.0000
13,13,-1.0000
13,14,-1.0000
13,15,-1.0000
13,16,-1.0000
13,17,-1.0000
13,18,-1.0000
13,19,-1.0000
13,20,-1.0000
13,21,-1.0000
13,22,-1.0000
13,23,-1.0000
13,24,-1.0000
13,25,-1.0000
13,26,-1.0000
13,27,-1.0000
13,28,-1.0000
13,29,-1.0000
13,30,-1.0000
13,31,-1.0000
13,32,-1.0000
13,33,-1.0000
13,34,-1.0000
13,35,-1.0000
13,36,-1.0000
13,37,-1.0000
13,38,-1.0000
13,39,-1.0000
13,40,-1.0000
13,41,-1.0000
13,42,-1.0000
13,43,-1.0000
13,44,-1.0000
13,45,-1.0000
13,46,-1.0000
13,47,-1.0000
13,48,-1.0000
13,49,-1.0000
13,50,-1.0000
13,51,-1.0000
13,52,-1.0000
13,53,-1.0000
13,54,-1.0000
13,55,-1.0000
13,56,-1.0000
13,57,-1.0000
13,58,-1.0000
13,59,-1.0000
14,0,-1.0000
14,1,-1.0000
14,2,-1.0000
14,3,-1.0000
14,4,-1.0000
14,5,-1.0000
14,6,-1.0000
14,7,-1.0000
14,8,-1.0000
14,9,-1.0000
14,10,-1.0000
14,11,-1.0000
14,12,-1.0000
14,13,-1.0000
14,14,-1.0000
14,15,-1.0000
14,16,-1.0000
14,17,-1.0000
14,18,-1.0000
14,19,-1.0000
14,20,-1.0000
14,21,-1.0000
14,22,-1.0000
14,23,-1.0000
14,24,-1.0000
14,25,-1.0000
14,26,-1.0000
14,27,-1.0000
14,28,-1.0000
14,29,-1.0000
14,30,-1.0000
14,31,-1.0000
14,32,-1.0000
14,33,-1.0000
14,34,-1.0000
14,35,-1.0000
14,36,-1.0000
14,37,-1.0000
14,38,-1.0000
14,39,-1.0000
14,40,-1.0000
14,41,-1.0000
14,42,-1.0000
14,43,-1.0000
14,44,-1.0000
14,45,-1.0000
14,46,-1.0000
14,47,-1.0000
14,48,-1.0000
14,49,-1.0000
14,50,-1.0000
14,51,-1.0000
14,52,-1.0000
14,53,-1.0000
14,54,-1.0000
14,55,-1.0000
14,56,-1.0000
14,57,-1.0000
14,58,-1.0000
14,59,-1.0000
15,0,-1.0000
15,1,-1.0000
15,2,-1.0000
15,3,-1.0000
15,4,-1.0000
15,5,-1.0000
15,6,-1.0000
15,7,-1.0000
15,8,-1.0000
15,9,-1.0000
15,10,-1.0000
15,11,-1.0000
15,12,-1.0000
15,13,-1.0000
15,14,-1.0000
15,15,-1.0000
15,16,-1.0000
15,17,-1.0000
15,18,-1.0000
15,19,-1.0000
15,20,-1.0000
15,21,-1.0000
15,22,-1.0000
15,23,-1.0000
15,24,-1.0000
15,25,-1.0000
15,26,-1.0000
15,27,-1.0000
15,28,-1.0000
15,29,-1.0000
15,30,-1.0000
15,31,-1.0000
15,32,-1.0000
15,33,-1.0000
15,34,-1.0000
15,35,-1.0000
15,36,-1.0000
15,37,-1.0000
15,38,-1.0000
15,39,-1.0000
15,40,-1.0000
15,41,-1.0000
15,42,-1.0000
15,43,-1.0000
15,44,-1.0000
15,45,-1.0000
15,46,-1.0000
15,47,-1.0000
15,48,-1.0000
15,49,-1.0000
15,50,-1.0000
15,51,-1.0000
15,52,-1.0000
15,53,-1.0000
15,54,-1.0000
15,55,-1.0000
15,56,-1.0000
15,57,-1.0000
15,58,-1.0000
15,59,-1.0000
16,0,-1.0000
16,1,-1.0000
16,2,-1.0000
16,3,-1.0000
16,4,-1.0000
16,5,-1.0000
16,6,-1.0000
16,7,-1.0000
16,8,-1.0000
16,9,-1.0000
16,10,-1.0000
16,11,-1.0000
16,12,-1.0000
16,13,-1.0000
16,14,-1.0000
16,15,-1.0000
16,16,-1.0000
16,17,-1.0000
16,18,-1.0000
16,19,-1.0000
16,20,-1.0000
16,21,-1.0000
16,22,-1.0000
16,23,-1.0000
16,24,-1.0000
16,25,-1.0000
16,26,-1.0000
16,27,-1.0000
16,28,-1.0000
16,29,-1.0000
16,30,-1.0000
16,31,-1.0000
16,32,-1.0000
16,33,-1.0000
16,34,-1.0000
16,35,-1.0000
16,36,-1.0000
16,37,-1.0000
16,38,-1.0000
16,39,-1.0000
16,40,-1.0000
16,41,-1.0000
16,42,-1.0000
16,43,-1.0000
16,44,-1.0000
16,45,-1.0000
16,46,-1.0000
16,47,-1.0000
16,48,-1.0000
16,49,-1.0000
16,50,-1.0000
16,51,-1.0000
16,52,-1.0000
16,53,-1.0000
16,54,-1.0000
16,55,-1.0000
16,56,-1.0000
16,57,-1.0000
16,58,-1.0000
16,59,-1.0000
17,0,-1.0000
17,1,-1.0000
17,2,-1.0000
17,3,-1.0000
17,4,-1.0000
17,5,-1.0000
17,6,-1.0000
17,7,-1.0000
17,8,-1.0000
17,9,-1.0000
17,10,-1.0000
17,11,-1.0000
17,12,-1.0000
17,13,-1.0000
17,14,-1.0000
17,15,-1.0000
17,16,-1.0000
17,17,-1.0000
17,18,-1.0000
17,19,-1.0000
17,20,-1.0000
17,21,-1.0000
17,22,-1.0000
17,23,-1.0000
17,24,-1.0000
17,25,-1.0000
17,26,-1.0000
17,27,-1.0000
17,28,-1.0000
17,29,-1.0000
17,30,-1.0000
17,31,-1.0000
17,32,-1.0000
17,33,-1.0000
17,34,-1.0000
17,35,-1.0000
17,36,-1.0000
17,37,-1.0000
17,38,-1.0000
17,39,-1.0000
17,40,-1.0000
17,41,-1.0000
17,42,-1.0000
17,43,-1.0000
17,44,-1.0000
17,45,-1.0000
17,46,-1.0000
17,47,-1.0000
17,48,-1.0000
17,49,-1.0000
17,50,-1.0000
17,51,-1.0000
17,52,-1.0000
17,53,-1.0000
17,54,-1.0000
17,55,-1.0000
17,56,-1.0000
17,57,-1.0000
17,58,-1.0000
17,59,-1.0000
18,0,-1.0000
18,1,-1.0000
18,2,-1.0000
18,3,-1.0000
18,4,-1.0000
18,5,-1.0000
18,6,-1.0000
18,7,-1.0000
18,8,-1.0000
18,9,-1.0000
18,10,-1.0000
18,11,-1.0000
18,12,-1.0000
18,13,-1.0000
18,14,-1.0000
18,15,-1.0000
18,16,-1.0000
18,17,-1.0000
18,18,-1.0000
18,19,-1.0000
18,20,-1.0000
18,21,-1.0000
18,22,-1.0000
18,23,-1.0000
18,24,-1.0000
18,25,-1.0000
18,26,-1.0000
18,27,-1.0000
18,28,-1.0000
18,29,-1.0000
18,30,-1.0000
18,31,-1.0000
18,32,-1.0000
18,33,-1.0000
18,34,-1.0000
18,35,-1.0000
18,36,-1.0000
18,37,-1.0000
18,38,-1.0000
18,39,-1.0000
18,40,-1.0000
18,41,-1.0000
18,42,-1.0000
18,43,-1.0000
18,44,-1.0000
18,45,-1.0000
18,46,-1.0000
18,47,-1.0000
18,48,-1.0000
18,49,-1.0000
18,50,-1.0000
18,51,-1.0000
18,52,-1.0000
18,53,-1.0000
18,54,-1.0000
18,55,-1.0000
18,56,-1.0000
18,57,-1.0000
18,58,-1.0000
18,59,-1.0000
19,0,-1.0000
19,1,-1.0000
19,2,-1.0000
19,3,-1.0000
19,4,-1.0000
19,5,-1.0000
19,6,-1.0000
19,7,-1.0000
19,8,-1.0000
19,9,-1.0000
19,10,-1.0000
19,11,-1.0000
19,12,-1.0000
19,13,-1.0000
19,14,-1.0000
19,15,-1.0000
19,16,-1.0000
19,17,-1.0000
19,18,-1.0000
19,19,-1.0000
19,20,-1.0000
19,21,-1.0000
19,22,-1.0000
19,23,-1.0000
19,24,-1.0000
19,25,-1.0000
19,26,-1.0000
19,27,-1.0000
19,28,-1.0000
19,29,-1.0000
19,30,-1.0000
19,31,-1.0000
19,32,-1.0000
19,33,-1.0000
19,34,-1.0000
19,35,-1.0000
19,36,-1.0000
19,37,-1.0000
19,38,-1.0000
19,39,-1.0000
19,40,-1.0000
19,41,-1.0000
19,42,-1.0000
19,43,-1.0000
19,44,-1.0000
19,45,-1.0000
19,46,-1.0000
19,47,-1.0000
19,48,-1.0000
19,49,-1.0000
19,50,-1.0000
19,51,-1.0000
19,52,-1.0000
19,53,-1.0000
19,54,-1.0000
19,55,-1.0000
19,56,-1.0000
19,57,-1.0000
19,58,-1.0000
19,59,-1.0000
20,0,-1.0000
20,1,-1.0000
20,2,-1.0000
20,3,-1.0000
20,4,-1.0000
20,5,-1.0000
20,6,-1.0000
20,7,-1.0000
20,8,-1.0000
20,9,-1.0000
20,10,-1.0000
20,11,-1.0000
20,12,-1.0000
20,13,-1.0000
20,14,-1.0000
20,15,-1.0000
20,16,-1.0000
20,17,-1.0000
20,18,-1.0000
20,19,-1.0000
20,20,-1.0000
20,21,-1.0000
20,22,-1.0000
20,23,-1.0000
20,24,-1.0000
20,25,-1.0000
20,26,-1.0000
